annotate,wr_lines,line_list_item_mask,,wh_id,wr_id
"<s>PROVIDERS<a0><s>> MODMAR ARCHITECTURE<a0><s>PLUGGABLE FRAMEWORK<a0><s>ROLE PROVIDGRS ""PROUIDED""<a0><s>SQLSERVER & Access<a0><s>WOULD WEED TO WRITE AN SAP PROUIDGR<a1><s>LDAP<a0><s>GOAL TO COVER 80% SWEET SPOT<a3><s>ALSOYPASS THROUGH""<a0><s>COUGRS FUNCTIONALITY NOT IN THE API<a0><s>ANY TYPE OF INFRASTRUCTURE SERUICES<a0><s>> SHOULD BE AVAILABLE THROUGH PROVIDGRS<a0><s>TRIED TO BE VERY GENGRIC<a0><s>PROviDe INterfaCe REQ. SINGLE METH.<a0><s>SAP REQUEST TO PROVIDE OWN SESS. MAMT<a1><s>7 MSFT TO FACTOR SESSIONS OUT<a1><s>Personalisation<a0><s>T. TIED TO EACH USER = PROFILE<a0><s>EACH & EVERY CONTROR<a0><s>MAY ACCESS PERSONALISATION ACROSS APP'S<a0><s>ROB I HOW DO you MiX CUSTOMISATION & PERSONALISATION<a0><s>ALL-USER PERSONALISATION<a0><s>CANIT BE DONE FOR MULTIPLE DEPTS<a0><s>3 CLASSES OF IWSTRUMENTATION<a0><s>EXCEPTIONS /ERRORS<a0><s>Event Tracing<a0><s>HEALTH API<a0>","['PROVIDERS', '> MODMAR ARCHITECTURE', 'PLUGGABLE FRAMEWORK', 'ROLE PROVIDGRS ""PROUIDED""', 'SQLSERVER & Access', 'WOULD WEED TO WRITE AN SAP PROUIDGR', 'LDAP', 'GOAL TO COVER 80% SWEET SPOT', 'ALSOYPASS THROUGH""', 'COUGRS FUNCTIONALITY NOT IN THE API', 'ANY TYPE OF INFRASTRUCTURE SERUICES', '> SHOULD BE AVAILABLE THROUGH PROVIDGRS', 'TRIED TO BE VERY GENGRIC', 'PROviDe INterfaCe REQ. SINGLE METH.', 'SAP REQUEST TO PROVIDE OWN SESS. MAMT', '7 MSFT TO FACTOR SESSIONS OUT', 'Personalisation', 'T. TIED TO EACH USER = PROFILE', 'EACH & EVERY CONTROR', ""MAY ACCESS PERSONALISATION ACROSS APP'S"", 'ROB I HOW DO you MiX CUSTOMISATION & PERSONALISATION', 'ALL-USER PERSONALISATION', 'CANIT BE DONE FOR MULTIPLE DEPTS', '3 CLASSES OF IWSTRUMENTATION', 'EXCEPTIONS /ERRORS', 'Event Tracing', 'HEALTH API']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",,efc095020bb7c6c5856d258c9f1f6adf5ffc05c06a48841a52f89782,1
<s>HOWARD.<a0>,['HOWARD.'],[0],,efc095020bb7c6c5856d258c9f1f6adf5ffc05c06a48841a52f89782,199
<s>FOLLOW 2 up<a2>,"['FOLLOW 2', 'up']","[0, 0]",,efc095020bb7c6c5856d258c9f1f6adf5ffc05c06a48841a52f89782,192
<s>CROSS-PROCESS: TCP OR HTTP OR USER-DEFINED<a0><s>Remoting ARCH. HigHLY EXTENSIBLE<a0><s>COLD BULD A SHARGD MEMORY CHANNEL<a0><s>STRINGS ALWAYS COMPLICATG<a0><s>PETER SOLLICH? MSFT-BULT PROTOTyPG<a0><s>& ABAP VM + JAVA VM INONE PROCESS<a0><s>ORIGINAL APPROACH FOR MSFT<a0><s>MANAGED-UNMANA GGD INTEROP<a0><s>COMWRAPPGR<a0><s>MANAGED-MANAGGD<a0><s>Remoting<a0><s>NIEW INSTANTIATON & META-DATA CHUNK<a0><s>XML WOULD B6 100-1000 SLOWGR<a0><s>APICALLS AGAINST SGRVICES<a0><s>NET REMOTING<a0><s>REPLACE CHANNGL TO REPLACE PORFORMANCE<a0><s>WEB SGRVICGS<a0><s>TCP<a0><s>SHARGD MEMORY<a0><s>PLIGGABLE FORMATTGRS /CHANNELS<a0><s>JANET FASTER EBINARY) STILL SLOW.<a0><s>PROBLEM IS LACK Of COMMON TYPE SYSTGM<a0><s>BETWEEN JAVA &. NET<a0><s>IFONE DOESN'T EXIST-DO WE CREATE ONG?<a0>,"['CROSS-PROCESS: TCP OR HTTP OR USER-DEFINED', 'Remoting ARCH. HigHLY EXTENSIBLE', 'COLD BULD A SHARGD MEMORY CHANNEL', 'STRINGS ALWAYS COMPLICATG', 'PETER SOLLICH? MSFT-BULT PROTOTyPG', '& ABAP VM + JAVA VM INONE PROCESS', 'ORIGINAL APPROACH FOR MSFT', 'MANAGED-UNMANA GGD INTEROP', 'COMWRAPPGR', 'MANAGED-MANAGGD', 'Remoting', 'NIEW INSTANTIATON & META-DATA CHUNK', 'XML WOULD B6 100-1000 SLOWGR', 'APICALLS AGAINST SGRVICES', 'NET REMOTING', 'REPLACE CHANNGL TO REPLACE PORFORMANCE', 'WEB SGRVICGS', 'TCP', 'SHARGD MEMORY', 'PLIGGABLE FORMATTGRS /CHANNELS', 'JANET FASTER EBINARY) STILL SLOW.', 'PROBLEM IS LACK Of COMMON TYPE SYSTGM', 'BETWEEN JAVA &. NET', ""IFONE DOESN'T EXIST-DO WE CREATE ONG?""]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,a99f4c30c4daecd84cd1a13336ca7259bc92241c303f43777888d9a4,1
<s>FASTER<a0>,['FASTER'],[0],,a99f4c30c4daecd84cd1a13336ca7259bc92241c303f43777888d9a4,167
"<s>AREAS OF COVERAGE NEEDED<a0><s>ACCURACY<a3><s>EZE<a3><s>WORST ERROR CATEGORIES AFFECTING RECO<a3><s>RECO FLAGS<a3><s>BOUNDING BOXES<a3><s>RELO & PARSING LABELS<a3><s>ORDER OF NODES<a1><s>WORD, LINE, PARA GRAPHS, BLOCKS, IMAGE, NONINK, DRAW<a3><s>ORIENTATION (THIS MAY HELP WITH BOUNDING BOXES ?)<a3><s>FILES THAT SHOULD WORK (BUT, ACCEPTANCE, USER SC.)<a3><s>EXTEND ACCURACY REPORTING (CSG- ENDOF AUGUST)<a3><s>INCREMENTAL ACCURACY EXPANSION<a1><s>MORE METRICS<a1><s>COMBINED WD<a3><s>ERROR CATEGORIES<a3><s>ORDERING<a3><s>ORIENTATION<a3><s>LEVELS in OUTLINES<a3><s>COMPARE TO ONE NOTE<a1><s>API INTEGRATION<a3><s>Stress<a3><s>ONE NOTE LONG PAGES<a3><s>INCREMENTAL SCENARIOS<a3><s>ONENOTE LIKE SCENARIOS<a3><s>BACKGROUND /FOREGROUND/PROXY COM/WINFORMS/AVALON<a3><s>CONFIRMATION OF LABELS ON ALL FILES IN THE DB SENARIOS<a3><s>RUN ON ALL FIIES<a1>","['AREAS OF COVERAGE NEEDED', 'ACCURACY', 'EZE', 'WORST ERROR CATEGORIES AFFECTING RECO', 'RECO FLAGS', 'BOUNDING BOXES', 'RELO & PARSING LABELS', 'ORDER OF NODES', 'WORD, LINE, PARA GRAPHS, BLOCKS, IMAGE, NONINK, DRAW', 'ORIENTATION (THIS MAY HELP WITH BOUNDING BOXES ?)', 'FILES THAT SHOULD WORK (BUT, ACCEPTANCE, USER SC.)', 'EXTEND ACCURACY REPORTING (CSG- ENDOF AUGUST)', 'INCREMENTAL ACCURACY EXPANSION', 'MORE METRICS', 'COMBINED WD', 'ERROR CATEGORIES', 'ORDERING', 'ORIENTATION', 'LEVELS in OUTLINES', 'COMPARE TO ONE NOTE', 'API INTEGRATION', 'Stress', 'ONE NOTE LONG PAGES', 'INCREMENTAL SCENARIOS', 'ONENOTE LIKE SCENARIOS', 'BACKGROUND /FOREGROUND/PROXY', 'COM/WINFORMS/AVALON', 'CONFIRMATION OF LABELS ON', 'ALL FILES IN THE DB', 'SENARIOS RUN ON ALL FIIES']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",,7982785e733a7197e3a5800dab9295109d897e805a76caf18f09f83e,1
"<s>CONTROLS / COMPONGNTS AS WGB SERVICES<a0><s>com (AR<a0><s>CONCEPTUAL MODEL OF WSDL<a0><s>ONE APP., ONE MACHINE<a0><s>S PROBABLY COULDN'T GO TOO FAR<a0><s>SUB CLASs CONTROL<a0><s>WEB SGRUICGS WIRGD TO EUENTS & NETWORK CATENCY<a0><s>CREDGNTIALGD ACTIVITY MANAGED -S JAVA<a0><s>WS-TRUST Issuing Tokens - Bridging<a0><s>SAP CO-AUTHOR<a0><s>TOKEN Issuing Services<a0><s>BIDIRECTIONAL<a0><s>JAVA/WINDOWS STACK Issuing<a0><s>Performance of Same Machine (LOCALHOST)<a0><s>WEB SERVICGS<a0><s>INTRA_MACHINE JAVA /C# - NAMED PIPES<a0><s>LOOPBACK NETWORKING-SLOW<a0><s>PLUGGABLE TRANSPORTS<a0><s>ADVANCED SAMPLES-FILE SYSTEM EXAMPLE<a0><s>BETTOR TO USE MEMORY-BASED<a0><s>WITH C++-NAMED PIPES - RPC<a0><s>USE WINDOWS' RPC<a0><s>JAVAICOM BRIDGING<a0>","['CONTROLS / COMPONGNTS AS WGB SERVICES', 'com (AR', 'CONCEPTUAL MODEL OF WSDL', 'ONE APP., ONE MACHINE', ""S PROBABLY COULDN'T GO TOO FAR"", 'SUB CLASs CONTROL', 'WEB SGRUICGS WIRGD TO EUENTS', '& NETWORK CATENCY', 'CREDGNTIALGD ACTIVITY MANAGED -S JAVA', 'WS-TRUST', 'Issuing Tokens - Bridging', 'SAP CO-AUTHOR', 'TOKEN Issuing Services', 'BIDIRECTIONAL', 'JAVA/WINDOWS STACK Issuing', 'Performance of Same Machine (LOCALHOST)', 'WEB SERVICGS', 'INTRA_MACHINE JAVA /C# - NAMED PIPES', 'LOOPBACK NETWORKING-SLOW', 'PLUGGABLE TRANSPORTS', 'ADVANCED SAMPLES-FILE SYSTEM EXAMPLE', 'BETTOR TO USE MEMORY-BASED', 'WITH C++-NAMED PIPES - RPC', ""USE WINDOWS' RPC"", 'JAVAICOM BRIDGING']","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,c238e5199ac73d84120da0ea532b679dd206ccf8ff0a60d1b0124511,1
"<s>contact SCC faculty / staff thru Randy during Bert' absence `` 0K<a1><s>Facilities Space Report to be sent<a1><s>Facilities Condition Report already in luz's hards<a0><s>HEADCOUNT-Phylis & Jim<a1><s>Tim Williams, LMN contact<a1><s>Malt Roper concerned about not having a GREENHOUSE @ end<a3><s>is it really used?<a0><s>political issue - his VP will make final decision<a1><s>ask Carol Hunderson<a1><s>adjacency Fissue, product for his biology class<a0><s>ex. at south Seattle<a0><s>size, use, function?<a0><s>show potential site locations<a1><s>new interpretive center to replace one to be removed<a0><s>DE'S - complete; public hearing July29@SCC@60o<a0><s>draft to<a1><s>TRANSPORTATION<a0><s>existing data<a0><s>9/16/03 - SCC Kickoff<a4><s>/22/03 -quarter beguns<a4><s>9/19/03-ALTERNATIVE CONCEPTS CHARREITE<a4><s>A Liz to make schedule, send to Randy + Nancy<a1><s>10/11/03-COMPARATIVE EVALUATION CHARETTE<a4><s>sustainable bones, operationel costs to be discussed as early, as often<a1><s>energy life cycle costs process - in predesign?<a0><s>discuss at another meeting<a2><s>not specifically trying to achieve silver rating-presidents decision<a0><s>new piece of legislature deals w/ operational costs<a0><s>ask Henderson if there is a premier facility/benchmark ?<a1><s>does it exist?<a0><s>there are 9 places going after allied health type building<a0>","[""contact SCC faculty / staff thru Randy during Bert'"", 'absence `` 0K', 'Facilities Space Report to be sent', ""Facilities Condition Report already in luz's hards"", 'HEADCOUNT-Phylis & Jim', 'Tim Williams, LMN contact', 'Malt Roper concerned about not having a GREENHOUSE @ end', 'is it really used?', 'political issue - his VP will make final decision', 'ask Carol Hunderson', 'adjacency Fissue, product for his biology class', 'ex. at south Seattle', 'size, use, function?', 'show potential site locations', 'new interpretive center to replace one to be removed', ""DE'S - complete; public hearing July29@SCC@60o"", 'draft to', 'TRANSPORTATION', 'existing data', '9/16/03 - SCC Kickoff', '/22/03 -quarter beguns', '9/19/03-ALTERNATIVE CONCEPTS CHARREITE', 'A Liz to make schedule, send to Randy + Nancy', '10/11/03-COMPARATIVE EVALUATION CHARETTE', 'sustainable bones, operationel costs to be discussed as early, as often', 'energy life cycle costs process - in predesign?', 'discuss at another meeting', 'not specifically trying to achieve silver rating-presidents decision', 'new piece of legislature deals w/ operational costs', 'ask Henderson if there is a premier facility/benchmark', '? does it exist?', 'there are 9 places going after allied health type', 'building']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",,425aa1e055da3c1c8d74eff3bdb9bfbfad450adf228aa93f78aec2e1,1
"<s>WHAT IS CCMS?<a0><s>GOAL TO PERMIT<a0><s>3RD PARTY HEALTH MONITORING<a0><s>PLUMBING FOR OTHERS<a0><s>NEW MANAGEMENT CLASSES FOR WMI<a0><s>-) Different MSFT TEAM<a0><s>SAP.NET<a0><s>HOPING MORE FEATURES WILL BE INCLUDED<a0><s>Security<a0><s>AUTHENTICATION<a0><s>COOKLE-LESS OR URI BASED<a0><s>AUTHorisation<a0><s>& ROLEMANAGEMGNT<a0><s>PREVIOUS DISCUSSGD<a0><s>CODE-ACCESS SECURITY<a0><s>* FOLLow-up<a1><s>DESIGN TENETS = NO END-USER DEGSIONS<a0><s>WORK AROUND OVER-RIDING PERM'S<a0><s>CLIENT-MODEL<a0><s>COMPONENT IN A BROWSGR<a0><s>EASIER EXPERIENCE FOR ELEUATED PERM'S<a0><s>SANDBOX PROHIBITS LOCAK RESOURCE<a0><s>CURRENT SAP ""TRJan HOrSe""<a0><s>ACTIVEX CONTROR<a0><s>CRYPTO SECTIONS / XML ENCRYPTION<a0><s>ARBITRARY SECTIONS of CONFIG<a0><s>& REQUUREMENTS<a0>","['WHAT IS CCMS?', 'GOAL TO PERMIT 3RD PARTY HEALTH MONITORING', 'PLUMBING FOR OTHERS', 'NEW MANAGEMENT CLASSES FOR WMI', '-) Different MSFT TEAM', 'SAP.NET', 'HOPING MORE FEATURES WILL BE INCLUDED', 'Security', 'AUTHENTICATION', 'COOKLE-LESS OR URI BASED', 'AUTHorisation', '& ROLEMANAGEMGNT', 'PREVIOUS DISCUSSGD', 'CODE-ACCESS SECURITY', '* FOLLow-up', 'DESIGN TENETS = NO END-USER DEGSIONS', ""WORK AROUND OVER-RIDING PERM'S"", 'CLIENT-MODEL', 'COMPONENT IN A BROWSGR', ""EASIER EXPERIENCE FOR ELEUATED PERM'S"", 'SANDBOX PROHIBITS LOCAK RESOURCE', 'CURRENT SAP ""TRJan HOrSe""', 'ACTIVEX CONTROR', 'CRYPTO SECTIONS / XML ENCRYPTION', 'ARBITRARY SECTIONS of CONFIG', '& REQUUREMENTS']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",,d2ee7c3aa546ee41e64dda4d7e402c40e6acc4901c0c076094fd014c,1
<s>SOFTWARE for THE AGILG BUSINESS<a0><s>LIFE IN THE FIELD<a0><s>JOE BERNISKy- .<a0><s>NET EVANGELISM MAR<a0><s>THREATS<a0><s>JAVA IS EVERYWHERE<a0><s>THE OPEN SOURCE COMMUNITY<a0><s>TECHWOLOGY I LICENSING RELIGIONS<a0><s>MEASURGMeNT<a0><s>CROSS-TEAM COOPERATION IS A BIG ISSUE.<a0><s>ONET ADVISOR PROGRAM<a0><s>SHOWCASE NET WINS<a0><s>CARREFOUR<a0><s>DANSKE BANK<a0><s>LLOYDS TSB REGISTRARS ($45)<a0><s>AccENtURG+ HP<a0><s>END- END =IBM L0SS<a0><s>Societe<a0><s>PIRELLI<a0><s>VOLKSWAGEN BRAZIL<a0><s>IBM BIG-IRON<a0><s>2ND LARGEST CONSUMGR MKT<a0><s>IBM WS ENCUMBENT<a0>,"['SOFTWARE for THE AGILG BUSINESS', 'LIFE IN THE FIELD', 'JOE BERNISKy- . NET EVANGELISM MAR', 'THREATS', 'JAVA IS EVERYWHERE', 'THE OPEN SOURCE COMMUNITY', 'TECHWOLOGY I LICENSING RELIGIONS', 'MEASURGMeNT', 'CROSS-TEAM COOPERATION IS A BIG ISSUE.', 'ONET ADVISOR PROGRAM', 'SHOWCASE NET WINS', 'CARREFOUR', 'DANSKE BANK', 'LLOYDS TSB REGISTRARS ($45)', 'AccENtURG+ HP', 'END- END =IBM L0SS', 'Societe', 'PIRELLI', 'VOLKSWAGEN BRAZIL', 'IBM BIG-IRON', '2ND LARGEST CONSUMGR MKT', 'IBM WS ENCUMBENT']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,83fa3739a0807d2c1043e683e5f518ef4b77b5c718a87465de8a87d8,1
<s>2. Jinan my girl found who was born in flowage 1 Dayi my mom.<a0><s>She is from Thailand and plans on morns back 22<a0><s>Stanley-found from 9th grade that I still hand out with all the time.<a0><s>Phony-friend from VW that help me gefthrough the Enginering dept.<a0><s>Lawance also friend from 9th grade and best fruits with Stanley<a0>,"['2. Jinan my girl found who was born in flowage', '1 Dayi my mom. She is from Thailand and plans on', 'morns back', '22 Stanley-found from 9th grade that I still', 'hand out with all the time.', 'Phony-friend from VW that help me gefthrough', 'the Enginering dept.', 'Lawance also friend from 9th grade and', 'best fruits with Stanley']","[0, 0, 0, 0, 0, 1, 0, 1, 0]",,5b39a7f17b9f93bf4265e6bc118bd2f96d21e9f4515d619407f64ca7,1
<s>M Likes<a0><s>M Dislikes<a0>,"['M Likes', 'M Dislikes']","[0, 0]",,fbe1a2837ac5416b54b05c3935376bb2a102c86697f26a61a23aa1d6,29
<s>Alex<a0><s>Marina<a0><s>Bill<a0><s>Nancy<a0><s>Olivia<a0><s>David<a0><s>Patricia<a0><s>Caesar<a0>,"['Alex Marina', 'Bill', 'Nancy', 'Olivia', 'David', 'Patricia', 'Caesar']","[1, 0, 0, 0, 0, 0, 0]",,fbe1a2837ac5416b54b05c3935376bb2a102c86697f26a61a23aa1d6,1
<s>Ham<a0>,['Ham'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,88
<s>Peanut Butter sandwich<a0>,"['Peanut', 'Butter', 'sandwich']","[0, 0, 0]",,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,1
<s>one<a0>,['one'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,84
"<s>Bigger Bread<a3><s>Replace Peanut Batter Jelly Honey Jchoose Banaras .<a1><s>Take two slices of bread and word chose one * , non peanuts butter ingradied.<a3><s>spread peanut putter and other drosen more ingredent on bread.<a3><s>Consume.<a1><s>Detail<a0>","['Bigger', 'Bread', 'Replace Peanut Batter', 'Jelly', 'Honey Jchoose', 'Banaras', '. Take two slices of bread and', 'word chose one * , non peanuts butter ingradied.', 'spread peanut putter and other drosen', 'more ingredent on bread. Consume.', 'Detail']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,11
<s>-Healthy<a0>,['-Healthy'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,75
<s>spelling<a0>,['spelling'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,79
<s>.<a0>,['.'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,97
<s>rissing<a0>,['rissing'],[0],,1daad203d6e3b6a8ebb7c122a530d5016a316e4479c7f84316cc2ee1,93
"<s>One of the buy problems with the initial relief effort wans the poor coordination between individual craves and the federal governor<a0><s>Traditionally in rimes of duress, like major damage from atrogical storm, stares would ask help ham re federal government<a0><s>Burghs has recendly shown innfeffective in dealing with major catastrophes like Karma<a0><s>Hopefully hrs problem can be fixed before the next major catastrophe<a0>","['One of the buy problems with the', 'initial relief effort wans the poor coordination', 'between individual craves and the federal governor', 'Traditionally in rimes of duress, like major', 'damage from atrogical storm, stares would ask', 'help ham re federal government', 'Burghs has recendly shown innfeffective in', 'dealing with major catastrophes like Karma', 'Hopefully hrs problem can be fixed', 'before the next major catastrophe']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",,80c9150bd545837b14578746ee8d11fcc2aa6a2ff4d9ae156ad44db4,1
"<s>D Wipe down countertops and cabinets (start at immediate right of the stove).<a1><s>Clean face of appliances (refrigerator, microwave, dishwasher).<a1><s>V Wipe down stove top.<a1>","['D Wipe down countertops and cabinets', '(start at immediate right of the stove).', 'Clean face of appliances (refrigerator,', 'microwave, dishwasher).', 'V Wipe down stove top.']","[0, 0, 1, 0, 0]",,5328fcdb8e74e00e6c08c7d67b38d2e420f487239e61a9942d5f91d7,1
<s>trainnting<a0><s>Computer Skills<a3><s>Proofreading skills<a3><s>Editing skills<a3>,"['trainnting', 'Computer Skills', 'Proofreading skills', 'Editing skills']","[0, 1, 1, 1]",,5f381f1f2fb5591a09ca23c225384b1c46ca49bcc3e447119bfa5db4,3
<s>Deadlines<a0><s>Interruptions<a0>,"['Deadlines', 'Interruptions']","[1, 1]",,5f381f1f2fb5591a09ca23c225384b1c46ca49bcc3e447119bfa5db4,59
<s>Equipment<a0><s>computers<a0><s>Printers<a0>,"['Equipment', 'computers', 'Printers']","[0, 1, 1]",,5f381f1f2fb5591a09ca23c225384b1c46ca49bcc3e447119bfa5db4,70
<s>Ergonomics<a0><s>Norse<a0><s>Lighting<a0><s>Desk Height<a0><s>choir Height<a0>,"['Ergonomics', 'Norse', 'Lighting', 'Desk Height', 'choir Height']","[0, 1, 1, 1, 1]",,5f381f1f2fb5591a09ca23c225384b1c46ca49bcc3e447119bfa5db4,36
<s>Environment<a0><s>Time of Day<a0>,"['Environment', 'Time of Day']","[0, 1]",,5f381f1f2fb5591a09ca23c225384b1c46ca49bcc3e447119bfa5db4,23
"<s>Cat Breeds:<a0><s>The Bengal is an athlete: agile and graceful with a strong, muscular body, as befits a cat who looks as if he belongs in the jungle.<a0><s>Javanese are extremely fond of their people.<a0><s>They like to be ""helpful"" and will follow you around and supervise your every move.<a0>","['Cat Breeds:', 'The Bengal is an athlete: agile and graceful with a strong, muscular body, as', 'befits a cat who looks as if he belongs in the jungle.', 'Javanese are extremely fond of their people. They like to be ""helpful"" and', 'will follow you around and supervise your every move.']","[0, 1, 0, 1, 0]",,eb764d39eeb507575bcd633b91e6e808c61c936610a54787b7b04942,1
"<s>Move Productivity in More Solutions<a0><s>Stay connected away from you desk with integrated words supper<a4><s>Quickly grab your computer from its docking station and go.<a4><s>You don't need to notify the computer that your orn chanying for a docked state to a mobile state<a0><s>Tablet PC's are ultra-mobile and lightweyy, enabling then to go just abot onywhere-meeting rooms on the plane , or onth road.<a0><s>Use portrait orcientation for taky notes justlike you would write on a pad of Paper<a0><s>Use landscape orientate to view presentations, graphs, or charts.<a4><s>Primary Notebook PC<a0><s>You gell all of the features, reliabilty, and power of the latest Microsoft Windows operaty system, plus pen-baseld functionabity and speeds-recognition capabilities.<a0><s>You can detend your system agained hackers, viruuses and other secants rests.<a0><s>With Windows XP SP 2 yer lenses a productive and seuve computy experience on `` tablet PC.<a0><s>Take advantage of a full-size mounter and keyloud,<a0>","['Move Productivity in More Solutions', 'Stay connected away from you desk with integrated words supper', ""Quickly grab your computer from its docking station and go. You don't"", 'need to notify the computer that your orn chanying for a', 'docked state to a mobile state', ""Tablet PC's are ultra-mobile and lightweyy, enabling then"", 'to go just abot onywhere-meeting rooms on the plane , or onth', 'road. Use portrait orcientation for taky notes justlike', 'you would write on a pad of Paper Use landscape orientate', 'to view presentations, graphs, or charts.', 'Primary Notebook PC', 'You gell all of the features, reliabilty, and power of the latest', 'Microsoft Windows operaty system, plus pen-baseld functionabity', 'and speeds-recognition capabilities.', 'You can detend your system agained hackers, viruuses and', 'other secants rests. With Windows XP SP 2 yer lenses', 'a productive and seuve computy experience on', '`` tablet PC.', 'Take advantage of a full-size mounter and keyloud,']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,3b6640c64ceb614b4dce83d6f09fa565fc36faefad419616d6e71462,1
"<s>gorge's -> pills /byast * call fyn Fre: prines!<a0><s>Dry cleaners<a3><s>Home Depot-get hose ends, dahlia markers<a1><s>Handwriting sessions<a3><s>Von Lake wash-fishing season -> call Jim!<a1><s>2 call Bruce<a1><s>Tuesday: call Sam and Ed C.<a1><s>Golf ~ check w/ sam on where { 8:00?<a1><s>get gorges pills<a1><s>pay bells<a1><s>Weds: clean house finish jewelry<a1><s>call Liz<a1><s>Bence<a0><s>pick raspberries<a1><s>Thurs: George -?<a3><s>call H. land re:last wk of month<a1><s>call Donna<a1><s>make wedding card<a1>","[""gorge's -> pills /byast * call fyn Fre: prines!"", 'Dry cleaners', 'Home Depot-get hose ends, dahlia markers', 'Handwriting sessions', 'Von Lake wash-fishing season -> call Jim!', '2 call Bruce', 'Tuesday: call Sam and Ed C.', 'Golf ~ check w/ sam on where { 8:00?', 'get gorges pills', 'pay bells', 'Weds: clean house finish jewelry', 'call Liz', 'Bence', 'pick raspberries', 'Thurs: George -?', 'call H. land re:last wk of month', 'call Donna', 'make wedding card']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,c43834169ff1a0ec5a6fd8bea96860f100dd4246b99f38ff40885d25,1
<s>Monday: Bank<a1>,['Monday: Bank'],[0],,c43834169ff1a0ec5a6fd8bea96860f100dd4246b99f38ff40885d25,111
<s>5<a0>,['5'],[0],,2f73711d22f62d13084f3783b56cb610fbe303519674b5a94ae1d582,53
<s>H<a0>,['H'],[0],,2f73711d22f62d13084f3783b56cb610fbe303519674b5a94ae1d582,188
"<s>4 select strokes w/ highest score<a4><s>5 look at context to see if it matches Highlight requirements<a4><s>6 put into InkGraph structure<a4><s>@ underline is very similar, even w/score<a0><s>@ vertical bracket ,<a0><s>Find L, R margin of doc context<a4><s>(Assume the brackets will be hee)<a0><s>a Look at UDOs in these areas<a4><s>3 sort strokes by time<a4><s>4 Dynamic programming score = WtH<a0><s>5 Merge strokes<a4><s>6 look at context spanned - by vertical bracket, put I into IG @ callout ,<a4><s>Find little strokes long strokes<a4><s>Z separate into line segments<a4>","['4 select strokes w/ highest score', '5 look at context to see if it', 'matches Highlight requirements', '6 put into InkGraph structure', '@ underline is very similar, even w/score', '@ vertical bracket', ', Find L, R margin of doc context', '(Assume the brackets will be hee)', 'a Look at UDOs in these areas', '3 sort strokes by time', '4 Dynamic programming', 'score = WtH', '5 Merge strokes', '6 look at context spanned -', 'by vertical bracket, put I into IG', '@ callout', ', Find little strokes long strokes', 'Z separate into line segments']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,2f73711d22f62d13084f3783b56cb610fbe303519674b5a94ae1d582,57
<s>. '02<a0>,"['.', ""'02""]","[0, 0]",,2f73711d22f62d13084f3783b56cb610fbe303519674b5a94ae1d582,193
